"Account","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","FiscalYear","Actual","App","Base_App","Base_PB","OCO_App","OCO_PB","PB","Quant_Actual","Quant_App","Quant_Base_App","Quant_Base_PB","Quant_OCO_App","Quant_OCO_PB","Quant_PB"
"1810N","02","Communications & Electronics Equip","14","Shore Communications","3303","Electrical Power Systems","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","15","Cryptographic Equipment","3415","Info Systems Security Program (ISSP)","A","Weapon System Cost","Add","U",2017,,,,85694,,0,85694,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","15","Cryptographic Equipment","3417","MIO Intel Exploitation Team","A","Weapon System Cost","Add","U",2017,,,,920,,0,920,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","16","Cryptologic Equipment","3501","Cryptologic Communications Equip","A","Weapon System Cost","Add","U",2017,,,,21098,,0,21098,,,,0,,0,0
"1810N","02","Communications & Electronics Equip","17","Other Electronic Support","3620","Coast Guard Equipment","A","Weapon System Cost","Add","U",2017,,,,32291,,0,32291,,,,0,,0,0
"1810N","03","Aviation Support Equipment","01","Sonobuoys","4048","Sonobuoys - All Types","A","Weapon System Cost","Add","U",2017,,,,162588,,0,162588,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4204","Weapons Range Support Equipment","A","Weapon System Cost","Add","U",2017,,,,58116,,0,58116,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4213","Aircraft Support Equipment","A","Weapon System Cost","Add","U",2017,,,,120324,,0,120324,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4226","Meteorological Equipment","A","Weapon System Cost","Add","U",2017,,,,29253,,0,29253,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4242","DCRS/DPL","A","Weapon System Cost","Add","U",2017,,,,632,,0,632,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4248","Airborne Mine Countermeasures","A","Weapon System Cost","Add","U",2017,,,,29097,,0,29097,,,,0,,0,0
"1810N","03","Aviation Support Equipment","03","Aircraft Support Equipment","4268","Aviation Support Equipment","A","Weapon System Cost","Add","U",2017,,,,39099,,0,39099,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","02","Ship Gun System Equipment","5111","Ship Gun Systems Equipment","A","Weapon System Cost","Add","U",2017,,,,6191,,0,6191,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","5231","Ship Missile Support Equipment","A","Weapon System Cost","Add","U",2017,,,,320446,,0,320446,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","03","Ship Missile Systems Equipment","5253","Tomahawk Support Equipment","A","Weapon System Cost","Add","U",2017,,,,71046,,0,71046,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","04","FBM Support Equipment","5358","Strategic Missile Systems Equip","A","Weapon System Cost","Add","U",2017,,,,215138,,0,215138,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","05","ASW Support Equipment","5420","SSN Combat Control Systems","A","Weapon System Cost","Add","U",2017,,,,130715,,0,130715,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","05","ASW Support Equipment","5429","ASW Support Equipment","A","Weapon System Cost","Add","U",2017,,,,26431,,0,26431,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","06","Other Ordnance Support Equipment","5509","Explosive Ordnance Disposal Equip","A","Weapon System Cost","Add","U",2017,,,,11821,,99329,111150,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","06","Other Ordnance Support Equipment","5543","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2017,,,,6243,,0,6243,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","07","Other Expendable Ordnance","5661","Submarine Training Device Mods","A","Weapon System Cost","Add","U",2017,,,,48020,,0,48020,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","07","Other Expendable Ordnance","5662","Training Device Mods","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","04","Ordnance Support Equipment","07","Other Expendable Ordnance","5664","Surface Training Equipment","A","Weapon System Cost","Add","U",2017,,,,97514,,0,97514,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6003","Passenger Carrying Vehicles","A","Weapon System Cost","Add","U",2017,,,,8853,,0,8853,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6007","General Purpose Trucks","A","Weapon System Cost","Add","U",2017,,,,4928,,0,4928,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6024","Construction & Maintenance Equip","A","Weapon System Cost","Add","U",2017,,,,18527,,0,18527,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6027","Fire Fighting Equipment","A","Weapon System Cost","Add","U",2017,,,,13569,,630,14199,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6028","Tactical Vehicles","A","Weapon System Cost","Add","U",2017,,,,14917,,0,14917,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6033","Amphibious Equipment","A","Weapon System Cost","Add","U",2017,,,,7676,,0,7676,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6058","Pollution Control Equipment","A","Weapon System Cost","Add","U",2017,,,,2321,,0,2321,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6060","Items Under $5 Million","A","Weapon System Cost","Add","U",2017,,,,12459,,0,12459,,,,0,,0,0
"1810N","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","6075","Physical Security Vehicles","A","Weapon System Cost","Add","U",2017,,,,1095,,0,1095,,,,0,,0,0
"1810N","06","Supply Support Equipment","01","Supply Support Equipment","7015","Materials Handling Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","06","Supply Support Equipment","01","Supply Support Equipment","7025","Supply Equipment","A","Weapon System Cost","Add","U",2017,,,,16023,,0,16023,,,,0,,0,0
"1810N","06","Supply Support Equipment","01","Supply Support Equipment","7050","Other Supply Support Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","06","Supply Support Equipment","01","Supply Support Equipment","7066","First Destination Transportation","A","Weapon System Cost","Add","U",2017,,,,5115,,25,5140,,,,0,,0,0
"1810N","06","Supply Support Equipment","01","Supply Support Equipment","7069","Special Purpose Supply Systems","A","Weapon System Cost","Add","U",2017,,,,295471,,0,295471,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","01","Training Devices","8081","Training Support Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","01","Training Devices","8101","Training and Education Equipment","A","Weapon System Cost","Add","U",2017,,,,9504,,0,9504,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8106","Command Support Equipment","A","Weapon System Cost","Add","U",2017,,,,37180,,10562,47742,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8108","Education Support Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8109","Medical Support Equipment","A","Weapon System Cost","Add","U",2017,,,,4128,,0,4128,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8114","Naval MIP Support Equipment","A","Weapon System Cost","Add","U",2017,,,,1925,,0,1925,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8118","Operating Forces Support Equipment","A","Weapon System Cost","Add","U",2017,,,,4777,,0,4777,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8120","C4ISR Equipment","A","Weapon System Cost","Add","U",2017,,,,9073,,0,9073,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8126","Environmental Support Equipment","A","Weapon System Cost","Add","U",2017,,,,21107,,0,21107,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8128","Physical Security Equipment","A","Weapon System Cost","Add","U",2017,,,,100906,,0,100906,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","02","Command Support Equipment","8161","Enterprise Information Technology","A","Weapon System Cost","Add","U",2017,,,,67544,,0,67544,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","05","Other","8150","Cancelled Account Adjustments","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","05","Other","8164","Next Generation Enterprise Service","A","Weapon System Cost","Add","U",2017,,,,98216,,0,98216,,,,0,,0,0
"1810N","07","Personnel & Command Support Equip","99","Classified Programs","9999999999","Classified Programs","","","Add","U",2017,,,,9915,,1660,11575,,,,0,,0,0
"1810N","08","Spares and Repair Parts","01","Spares and Repair Parts","9020","Spares and Repair Parts","A","Weapon System Cost","Add","U",2017,,,,199660,,0,199660,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","2021","AAV7A1 PIP","A","Weapon System Cost","Add","U",2017,,,,73785,,0,73785,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","2038","LAV PIP","A","Weapon System Cost","Add","U",2017,,,,53423,,0,53423,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","02","Artillery and Other Weapons","2064","Expeditionary Fire Support System","A","Weapon System Cost","Add","U",2017,,,,3360,,0,3360,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","02","Artillery and Other Weapons","2185","155mm Lightweight Towed Howitzer","A","Weapon System Cost","Add","U",2017,,,,3318,,0,3318,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","02","Artillery and Other Weapons","2212","High Mobility Artillery Rocket System","A","Weapon System Cost","Add","U",2017,,,,33725,,0,33725,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","02","Artillery and Other Weapons","2220","Weapons and Combat Vehicles Under $5 Million","A","Weapon System Cost","Add","U",2017,,,,8181,,572,8753,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","04","Other Support","2061","Modification Kits","A","Weapon System Cost","Add","U",2017,,,,15250,,0,15250,,,,0,,0,0
"1109N","02","Weapons and combat vehicles","04","Other Support","2208","Weapons Enhancement Program","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","03","Guided missiles and equipment","01","Guided Missiles","3006","Ground Based Air Defense","A","Weapon System Cost","Add","U",2017,,,,9170,,0,9170,,,,0,,0,0
"1109N","03","Guided missiles and equipment","01","Guided Missiles","3011","Javelin","A","Weapon System Cost","Add","U",2017,,,,1009,,1606,2615,,,,0,,9,9
"1109N","03","Guided missiles and equipment","01","Guided Missiles","3016","Follow On To SMAW","A","Weapon System Cost","Add","U",2017,,,,24666,,0,24666,,,,0,,0,0
"1109N","03","Guided missiles and equipment","01","Guided Missiles","3017","Anti-Armor Weapons System-Heavy (AAWS-H)","A","Weapon System Cost","Add","U",2017,,,,17080,,0,17080,,,,0,,0,0
"1109N","03","Guided missiles and equipment","03","Other Support","3123","Modification Kits","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","04","Command and Control Systems","4190","Unit Operations Center","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","04","Command and Control Systems","4644","Common Aviation Command and Control System (C","A","Weapon System Cost","Add","U",2017,,,,47312,,0,47312,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","07","Repair and Test Equipment","4181","Repair and Test Equipment","A","Weapon System Cost","Add","U",2017,,,,16469,,0,16469,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","09","Other Support (Tel)","4617","Combat Support System","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","09","Other Support (Tel)","4652","Modification Kits","A","Weapon System Cost","Add","U",2017,,,,0,,2600,2600,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","14","Command and Control System (Non-Tel)","4620","Items Under $5 Million (Comm & Elec)","A","Weapon System Cost","Add","U",2017,,,,7433,,2200,9633,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","14","Command and Control System (Non-Tel)","4640","Air Operations C2 Systems","A","Weapon System Cost","Add","U",2017,,,,15917,,0,15917,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","4650","Radar Systems","A","Weapon System Cost","Add","U",2017,,,,17772,,0,17772,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","4655","Ground/Air Task Oriented Radar (G/ATOR)","A","Weapon System Cost","Add","U",2017,,,,123758,,0,123758,,,,3,,0,3
"1109N","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","4737","RQ-21 UAS","A","Weapon System Cost","Add","U",2017,,,,80217,,0,80217,,,,4,,0,4
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4616","GCSS-MC","A","Weapon System Cost","Add","U",2017,,,,1089,,0,1089,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4733","Fire Support System","A","Weapon System Cost","Add","U",2017,,,,13258,,0,13258,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4747","Intelligence Support Equipment","A","Weapon System Cost","Add","U",2017,,,,56379,,20981,77360,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4757","RQ-11 UAV","A","Weapon System Cost","Add","U",2017,,,,1976,,3817,5793,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4767","DCGS-MC","A","Weapon System Cost","Add","U",2017,,,,1149,,0,1149,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","4787","UAS Payloads","A","Weapon System Cost","Add","U",2017,,,,2971,,0,2971,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","18","Other Comm/Elec Equipment (Non-Tel)","4930","Night Vision Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4625","Next Generation Enterprise Network (NGEN)","A","Weapon System Cost","Add","U",2017,,,,76302,,0,76302,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4630","Common Computer Resources","A","Weapon System Cost","Add","U",2017,,,,41802,,2600,44402,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4631","Command Post Systems","A","Weapon System Cost","Add","U",2017,,,,90924,,0,90924,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4633","Radio Systems","A","Weapon System Cost","Add","U",2017,,,,43714,,9563,53277,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4634","Comm Switching & Control Systems","A","Weapon System Cost","Add","U",2017,,,,66383,,0,66383,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","4635","Comm & Elec Infrastructure Support","A","Weapon System Cost","Add","U",2017,,,,30229,,0,30229,,,,0,,0,0
"1109N","04","Communications And Electronics Equipment","99","Classified Programs","9999999999","Classified Programs","","","Add","U",2017,,,,2738,,0,2738,,,,0,,0,0
"1109N","05","Support Vehicles","01","Administrative Vehicles","5003","Commercial Passenger Vehicles","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","05","Support Vehicles","01","Administrative Vehicles","5006","Commercial Cargo Vehicles","A","Weapon System Cost","Add","U",2017,,,,88312,,0,88312,,,,0,,0,0
"1109N","05","Support Vehicles","02","Tactical Vehicles","5045","5/4T Truck HMMWV (MYP)","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","05","Support Vehicles","02","Tactical Vehicles","5050","Motor Transport Modifications","A","Weapon System Cost","Add","U",2017,,,,13292,,0,13292,,,,0,,0,0
"1109N","05","Support Vehicles","02","Tactical Vehicles","5088","Medium Tactical Vehicle Replacement","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","05","Support Vehicles","02","Tactical Vehicles","5095","Joint Light Tactical Vehicle","A","Weapon System Cost","Add","U",2017,,,,113230,,0,113230,,,,192,,0,192
"1109N","05","Support Vehicles","02","Tactical Vehicles","5097","Family of Tactical Trailers","A","Weapon System Cost","Add","U",2017,,,,2691,,0,2691,,,,0,,0,0
"1109N","05","Support Vehicles","03","Other Support","5230","Items Less Than $5 Million","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
"1109N","06","Engineer and Other Equipment","01","Engineer and Other Equipment","6054","Environmental Control Equip Assort","A","Weapon System Cost","Add","U",2017,,,,18,,0,18,,,,0,,0,0
"1109N","06","Engineer and Other Equipment","01","Engineer and Other Equipment","6274","Bulk Liquid Equipment","A","Weapon System Cost","Add","U",2017,,,,0,,0,0,,,,0,,0,0
